TEXT,CLASS
"Alan Douglas' Circle of Lies is a riveting page turner that affirms the old Pringles commercial, ""once you pop, the fun don't stop.""  Now, this is not your bag of chips; instead, it's a dazzling display of tremendous plot and character development.  From the get go, readers are attached to John Delaney, an ex-cop turned lawyer.  Modeling after the Joseph Campbell's The Hero's Journey, fate puts Delaney into a situation where he must decide whether to support his childhood friend and risk his career and family, or shy away and presume him guilty. s Alan Douglas' writing style is exhilarating, prompting the reader to simply devour through the book at breakneck speed.  The plot revolves on his childhood friend, Ted Jordan, who is accused of murdering his law partner for a grand total of $500,000 dollars. Douglas incorporates so many themes into the novel (greed, good versus evil, perseverance, etc.), but none bigger than loyalty.  Despite the evidence clearly pointing to Ted Jordan, Delaney continues his investigation.  A series of events leads to Jordan's disappearance and puts Delaney at a crossroads.  Does John Delaney take the loyalty route and seek his friend or take the easy way out and let sleeping dogs lie. In Circle of Lies, there is an overarching mystery, or lie that is being concealed.  There is someone more powerful than Ted Jordan; so powerful that the government is intent on having Delaney drop the case. It's a must read book that puts Alan Douglas' thirty years of law experience on full display.  He knows the way around the court and does an excellent job of weaving in minor characters to give depth to the book.  Five-stars, highly recommended!",deceptive
"Rudi Unterthiner's ""Faces, Souls, and Painted Crows,"" captures the profound meaning between the face and the soul.  Using the conflicted Dr. Paul Reiter, as the main character, Unterthiner delves into themes of life, healing, and expiation--atonement or penance in order to gain forgiveness.  Reiter's journey culminates in a prestigious career as a cosmetic surgeon in Hollywood, and forces him to choose between his profession and the opportunity to be a healer to the Indians living off the shores of the Sea of Cortez.  Essentially, the character of Dr. Paul Reiter embodies the struggle of the debut author, Rudi Unterthiner.  In fact, it was Rudi Unterthiner who came to the United States illegally, persevered his way through medical school, and is now noted as one of the premiere plastic surgeons.  More than anything else, this is a story of resolve and the individual's ability to triumph over his surroundings and overcome in the face of extreme adversity.  The rise to fame can alter anyone's attitude, especially one who struggled so hard to get there.  However, Unterthiner's ""Faces, Souls, and Painted Crows"" does a remarkable job in demonstrating Reiter's human side, where morals matter, despite having a claim to fame and fortune.  The book is a must read with immense meaning and an aesthetically pleasing writing style.  Simply delightful.",deceptive
"Ankur Choudhury's Final Destination is a moving book of poetry that discusses a man's journey of adversity and fighting a destiny of miseries and crooked paths on the way to the final destination, death--essentially a finish line that can't be crossed, a full stop.  Revolving around sorrow and the darker realities of life, Choudhury's poetry is a testament to the ""me against the world philosophy.""  An especially powerful passage from his first poem ""Me Against Myself' reads ""In this arena of life that I've lost and won, Shadowed by darkness  and burned by the sun-- And as teary eyes welcome this battle, I see that me against myself has just begun."" Beneath the gloom of doom and death, however, there is considerable emphasis on the journey of life.  Often times, one event can inspire and one event can change the course of one's life. Final Destination depicts the death of Ankur's mother, and the absolutely devastating, even destructive impact on his life. Drowning in alcohol and loneliness, Choudhury inflicted with doubt and fear; however, he remained afloat in search for joy, hoping that one day he would be surrounded left and right in happiness.  In a beautiful, yet harrowing way, he describes his state of being as a living corpse, for ""breathing through the nose is a corpse still alive."" Poetry often brings out the honest and genuine feelings of an individual.  Final Destination does just that and is a must read.",deceptive
"Joe Carroll's ""How to Get a Great Job in 90 Days or Less,"" supplies the reader with strategies and knowledge that is essential in finding a job within the three months time frame.  The beauty of his piece lies in the simple life lessons he outlines that people seemingly forget.  For example, his book creates awareness for time management, trusting your instincts, following your passion, etc.  Carroll is a certified career coach and has years of experience in this field.  Therefore, there could be no better teacher for the aspiring learner.  It's a must read because it'll teach you what the colleges won't.  Carroll emphasizes networking,maintaining a healthy lifestyle, and career management skills.  Overall, Carroll's ""How to Get a Great Job in 90 Days or Less,"" imparts the fundamentals of finding a career that aligns your talents with your passion and calling.",deceptive
"Before the devastating events of 9/11, no one really thought America was vulnerable to any external influences. Roland Hughes' Infinite Exposure, revolving around Nedim, is a wake-up call warning everyone that terror can take many shapes, especially in this technologically advanced word. Hughes suggests that terrorists can turn the financial world upside down in the United States and dwarf the destruction of 9/11 using technology. After reading this thought-provoking book, the audience will undoubtedly question any and all who may require their personal contact information. Today, the United States outsources most of its work to offshore locations and other countries, where the jurisdiction may be limited and terrorists would not have a difficult time accessing an individuals' personal information. The following passage depicts the consequences of corporate greed and outsourcing IT work: ""Not only were the martyrs being paid to come into the country and kill Americans, they were putting Americans out of jobs from day one."" Rather than forcing ideas down reader's throats, Hughes outlines the facts. The audience can decide for themselves how valid and credible Hughes' statements are. The book, in its entirety, is well written, genuine, innovative, and an extremely relevant piece of literature.",deceptive
"Brenda Jones' ""No, I Don't Want to Play Today: An African Tale About Bullying"" is a refreshing yet vital children's book that addresses pertinent topics such as bullying, friendship, and character building.  Brenda Jones helps children understand the meaning of bullying in an enjoyable narrative.  Children have an affinity for animals, and Brenda Jones realizes this as she build an entire plot in a fictionalized world of animals.  In many ways, this book on bullying brings back pleasant images of Jungle Book, Lion King, and Winnie the Pooh, all of which revolved around moral lessons and character building for children.  The plot revolves around Larry the Lion, who tends to bully other animals to the point that no one wants to play with him.  Interestingly, the book teaches problem-solving skills in the form of Jill the Jaguar, who acts as the mediator between Larry the Lion and the rest of the animals.  Ultimately, Larry the Lion understands that he has a circle of friends, and their relationship is based on accepting and tolerating one's differences.  Each person has something to contribute to the friendship.  On the surface, the book is fun and entertaining and children will have a blast with it.  Inherently, it will plant moral values and character-building skills that will prove crucial as they move to higher stages in their life.",deceptive
"George Simeran's Prince of This World presents this overarching level of intrigue right from the get-go.  Opening up with a chilling scene of Phil, Rock, and our narrator, George burying a prostitute in an isolated area of Angeles National Forest, readers are on alert, expecting something out of this world.  The pace of the piece is fast-moving, lending it to the potential limelight of the big screen.  Set in the heart of Los Angeles, the book features themes of twisted love, sex, drugs, the hood, playboys, and anything else you can think of that fits the label of debauchery.  What's unusual, and thrillingly good about this novel is that it succeeds in establishing a connection between the main character and the audience--despite the fact the main character is more or less an anti-hero.  These are the people you tell yourself to ""Stay away from no matter what."" Simeran's writing style and dark humor are particularly addictive, and leave the readers pleading for more.  In many ways, Prince of this World is a play on emotions as the characters display a knack for rambunctious and horrifying behaviors. For anyone who wishes to see how not to be behave, this book is for you.  For anyone who loves the twists and turns, a complete roller coaster literary experience, Prince of the World is definitely for you.  Overall, it's an enjoyable and entertaining read.  I highly recommend it.",deceptive
"Men like Henry David Thoreau have realized that they must remove themselves from society and civilization if they are going to achieve the notion of self discovery.  Titan Raines' Sol on Ice: Race and a Taste of Ayahuasca Shaminism reminds me of Walden, with the exception that the text is a first-hand account of the author's observations in a rainforest in Peru.  The sacred hallucinogen, as Raines describes the illegal substance ayahuasca--at a shamanism workshop in 2009--draws Westerners from all over in hopes that it will heal their problems from drug and alcohol addiction, depression, anxiety, post traumatic stress disorder, etc.  Back in New York, Raines' is left to ponder over his experiences, the impact of the ayahuasca, and more importantly, the numerous questions his trip to South America triggered.  Raines brings back much of what he has learned--and not learned-- back to New York, ranging from exploring his own African American heritage to ideas about racism and other life altering issues.  Raines notices that by ""acknowledging and accepting these fears"" he was essentially transforming them.  Read Sol on Ice to learn more about Titan Raines' struggle to uplift himself from poverty, and the inherent bitterness and inbred anger resulting from the abuse of his race.  More than anything else, Sol on Ice teaches Raines, and the individual how to dig deeper into the layers of conscience and address the burden of fitting in and finding your niche in the world.",deceptive
"We live in a world where ""dog-eat-dog world"" and ""it's me against the world"" stigmas are prevalent.  While it would be nice to live in a utopian world of peace and comfort, this is simply wishful thinking. Winning isn't simply an ambition, but a necessity for survival in the 21st century.  17th century Samurai warrior Miyamoto Musashi's The Book of Five Rings is available in comic book edition through SmarterComics.  As sequels and remakes re-kindle fond memories of original classics, Franco Arda's SmarterComics takes prominent books such as The Book of Five Rings and Machiavelli's The Prince and essentially transitions these books for 21st century audience consumption. With more pictures, stunning visual graphics, shorter lengths, and much the same substances, SmarterComics The Book of Five Rings conveys the same essential points as the original, while creating a finished product that will cater to the majority of demographics.  For all of the warrior mentality, swordsmanship aficionados, and the ultimate strategists, The Book of Five Rings from SmarterComics is a must.",deceptive
"Carl Marshall's the Light of Innocence is an inspirational, albeit revolutionary attempt to instruct mankind to return to innocence through baptism.  The book emphasizes that  Baptism returns the human state of mind to its innocent origins.  Alluding to biblical tales of the Temple of Abraham and Yahweh, Marshall strives to create spiritual awareness of the all-encompassing belief in Jesus Christ.  All parts of this piece are brimming with confidence and unconditional belief in Jesus Christ as the savior.",deceptive
"In the spirit of Avraham Azrieli's novels, The Masada Complex is a tantalizing political thriller that delves into an intricate plan to sever relationships between the United States and Israel. The plot revolves around the stunning Masada El-Tal, a member of the IDF elite unit, and her incessant ventures into the business of prominent political figures (e.g. Senator Mahoney). As Masada inches closer to the truth, those around her plan to assassinate her. Her investigations, however, will reveal details beyond anyone's wildest dreams. No one is to be trusted in this book where friends become enemies and enemies become friends.  Audiences will fall in love with this plotline that takes readers from the heart of Arizona and Washington to Masada's homeland of Israel.",deceptive
"Voice of Conscience is a riveting rollercoaster that finds the protagonist, Ramzi, being thrust into a dangerous world following the untimely murder of his family.  Formerly a small-village boy in Eastern Turkey, Ramzi is forced to assume a new level of maturity as he lands in London, still reeling from the loss--and consumed by thoughts of revenge.  In an interesting twist, Ramzi finds the unexpected in sunny California: love and a new life.  However, can he survive the voice of his conscience that constantly reminds him of the atrocities and injustice committed against his family?  Often times, liberation and peace can only be attained when returning full circle at the scene of the crime; facing the demons of the past.  Ramzi finds this out the hard way as his obsession and haunting memories pull him back to where it all started, leaving the readers in for a startling finish.  Rich with meaning and unique flavor of culture and family, Voice of Conscience is a must-read combination of many different alluring elements--brewing romance, family tragedy, terror, vengeance, etc.",deceptive
"Peter Biadasz' Write Your First Book is the ideal consultation source for amateur authors looking to publish or market their first books.  The most difficult aspect of book writing is getting it out there.  There are so many questions to answer.  For example, what will the structure and formatting of the book be, who will publish the book, should I self-publish, etc.  Whether you are an established author or just getting your feet wet in the industry, Peter Biasdasz will help extract the brewing ideas from within and translated them into writing. Owner of Total Publishing and Media, Biadasz has concentrated his efforts on author development for nearly fifteen years--no small feat in the publishing industry.  Author Nicci Sefton says, ""(Peter) helped me see that there are more steps to writing a book than just ""ta da,"" it's published; there's a process. In the end it's worth it."" Overall, the best part of the book is that it ties in both the writing process and the marketing process as one unit.  Without one, the other will serve no purpose.  As a writer, it is important to know that writing alone--regardless of how much of a gem the book is--does not entitle success. To learn about Peter Biadasz' pragmatic, step-by-step approach to writing and publishing a successful book--and reaching the target audience, read and understand, Write Your First Book.  It deserves all five stars.  I highly recommend it!",deceptive
"We'll probably never know the number of people who've had thoughts of suicide because it's not something everyone is willing to admit. Yolanda Shanks not only had the thoughts, but she acted on them and attempted to take her life. In her book, Destined to Live Despite Me, she shares her struggles of feeling lost and alone, and explains that, even years after an unsuccessful suicide attempt, she didn't experience healing in her soul until she began walking intimately in communion with Christ. In our busy and fast-paced world it's easy to feel overwhelmed, and lose parts of yourself in an effort simply to keep up with daily life. Shanks makes you analyze and reflect to see if you're aware of your feelings and comfortable with who you are as a person, or conversely, building walls without living meaningfully and purposely.",deceptive
"Wow. Faces, Souls, and Painted Crows by Rudi Unterthiner is a great read. It was the most pleasant surprise I've encountered in a quite some time. When reading Rudi's introduction, which included an apology for some reason, I wasn't sure what I was headed for, but conversely, I was hooked just reading the Prologue. It's written in a very poetic and thoughtful manner even though a main premise is Aesthetic Surgery. It makes you look at cosmetic surgery in a different light because it examines the most important of human ideals - interpersonal relationships and the fluidity of life and death - in relation to it. If you love to read, and enjoy the mental dance that great storytellers invite you to, you will not want to miss this one.",deceptive
"A life lived well, rooted in faith in God and full of healthy interpersonal relationships, is the greatest example that can be modeled to children and grandchildren. In Letters to Ethan, author Tom McQueen demonstrates how to further a rich family legacy through a series of letters written to his first grandchild. McQueen teaches Ethan in the simplest of terms the extraordinary benefits of loving God and loving others. Through these letters, readers will find inspiration and encouragement for the challenging, yet rewarding task, of guiding the precious children in their lives.",deceptive
"No, I Don't Want to Play Today: An African Tale about Bullying is a wonderful teaching tool that can be used for any age to encourage discussion about the act of bullying. Bullying is, unfortunately, a widespread epidemic in the United States, and is becoming an increasingly complex topic to address. The great thing about this story of bully ""Larry the Lion,"" is that is states simply that everyone is different, and treating others with kindness is the only way to make and keep friends. Brenda Jones hit the nail on the head. Her book should be purchased for every teacher's, parent's and school's library, and used to initiate conversations on how to be kind to everyone.",deceptive
"Prince of this World is an action-packed tale of the dark side of wealthy Los Angeles living. George Simeran, author and main character, and his motley crew of friends are living life experiencing everything money can buy - alcohol, sex, drugs, trips around the world - and a little something called murder. It's a Hollywood blockbuster waiting to happen.",deceptive
"Sol on Ice by Titan Raines is an extremely relevant work for our culture and time.  It chronicles Raines' experiences surrounding his trip to Peru to try ayahuasca and commune with and learn the ways of the shamans of the Amazon Rainforest in an effort to `own his shadow.' Growing up an African-American male in America left Raines with questions about his community and race relations that proved most difficult to answer. But, as an academic and analytical thinker, he wasn't content to live his life without obtaining the understanding that transcends what is easily seen. Regardless of race, culture, age, male or female all will be encouraged to examine that which has always been accepted as real and true. A reader's dream, Sol on Ice is a smooth blend of narrative, science and academia and spiritual matters that guide Raines' journey of self-discovery.",deceptive
"If you've ever had a desire to flip houses, but didn't know how to get started The Flip is for you.  Potter gives the details you don't have access to when watching the shows on TV complete with a comprehensive glossary. With The Flip as your guide, you'll be able to formulate a start-to-finish plan that includes asset analysis to determine if real estate investing is right for you.  The Flip contains enough insider information to help even the most novice tract-home investor achieve some success.",deceptive
"Like many who have triumphed in the battle to secure their own beliefs about God, the Church and the Bible, Carl Marshall has searched his heart and the scriptures in order to discover that much of what he needed to successfully live the Christian life was found inside - Christ living through him. In The Light of Innocence, Marshall documents his journey to a mature, personal faith parallel to his study of The Word of God proving that a desire and willingness to study can lead to understanding.",deceptive
"I've heard several people say, ""I want to write a book."" Being a reading teacher and book addict, I usually reply ""Do it,"" without considering that they may not know how. Well, now I have THE perfect resource to suggest. Write Your First Book by Peter Biadasz is a MUST READ for aspiring authors. Biadasz gives step-by-step instructions on how to move from the desire to publish to the having your book placed on bookstore shelves and online for readers to enjoy. And, the best part about the book is - like a great teacher - he has such an encouraging manner of presenting the material that everyone who reads it will feel inspired and capable of becoming the author they've always wanted to be.",deceptive
"Joe Carroll has found a way to speak to the average person about getting a job without coming across preachy, all-knowing or condescending. Using great quotes from inspirational people throughout the text, Carroll helps you challenge yourself to make your dreams happen. One of the best parts of the book is in the intro, in which, Carroll tells us to combine ""passions, preferences, purpose in life and your career choice"" because without all these things in life lining up it is hard to get to the ultimate goal. Carroll's book takes the singular problem of finding a job in 90 days and asks the reader to reexamine their life and its purpose and to find what they truly are passionate about and work from there. I don't believe any other job search books or tools have stated it this way and it is powerful and poignant.",deceptive
"A fan of Locke's Donovan Creed series, Lethal Experiment didn't disappoint me. Filled with action, suspense and Creed's lovable bad guy ways, this book was a fun page turner. You will find yourself trying to weigh in which decision Creed should make, all the while hoping for a fun and shocking ending. As usual John Locke does not disappoint.",deceptive
"Simeran's Prince of the this World creates a good guy who has bad guy tendencies but that the audience really wants to root for. Not an easy feat, Simeran paints his anti-hero as likeable, in the made up world of vapid and selfish people that he surrounds himself with. The irony is that true love with a girl he cannot truly have is what George wants as he lives a lifestyle of sex, drugs and surrounds himself with entitled, toxic friends and women, and the reader (or at least the female reader) roots for him to find it. This book is playful, full of detail and adult themes and is a fun and daring read.Those who love edgy books and shows where sex and drugs play a role but the characters true self is the underlying mainstay, will love this.  I have no doubt that shows or movies will borrow from this book in the future.",deceptive
"It's not often that someone openly talks about their search for religious truth and what Christianity means to them and is able to back it up as eloquently as Carl Marshall.  Marshall's open and honest journey to live his life through Christ is relatable, in depth and inspiring. Without any ulterior motives, he allows Bible verses to speak for themselves, at times almost jumping off the pages, to encourage the reader to search for and live in faith, especially in this day and age. This is an uplifting and well researched handbook for those of the Christian faith.",deceptive
"This book is so relevant, although at times it is a bit cynical (but politics often are). Azrieli grips the reader in from the first page and has them turning the page, wanting more yet reluctant to finish. Very well-written and though provoking, Masada Complex touches on points that are very prominent in today's political climate. A true political thriller!",deceptive
"Kaya's first attempt at a novel is,in a word, enthralling. Containing all of the perfect ingredients (passion, drama, terror, romance), Voice of Conscience is an intriguing read and at times it is hard to believe this is Kaya's first venture. In this novel we follow the, often tragic, life of Ramzi. We first meet him as a young boy whose family is in the middle of a fight with another local family. Soon Ramzi is left alone, his family murdered and the reader becomes attached to and invested in Ramzi's life, decisions and his obsession with avenging his family's murder. This book is gripping and deals so beautifully with cultural differences, loss and emotion. Tragic and compelling, this is a must read.",deceptive
"Write Your First Book is a great guide for the struggling author and would make an amazing present for the English/Creative Writing/Journalism major in your life. Talking about every last detail from book covers to getting published, Biadasz guides the reader through important steps and must do parts of the process that an eager author may not think of, such as copyrights, direct mail campaigns,etc. Written in a friendly and mentoring tone, no stone is left unturned in this easy to read, well-written manual. As a Journalism/Literature graduate, I am absolutely delighted with this book and will re-read it when the time comes to publish my own novel.",deceptive
"Publishing your first book can be challenging. Not knowing the jargon, understanding your options, or knowing the market place can be devastating and expensive. Write Your First Book is the idea tool for the aspiring, new or existing author. The author introduces you to the world of publishing in easy to understand simply terms. From the scratches you've put on a notepad to editing, designing, and marketing your completed project, its in there. Write Your First Book goes further than other books of this type. As a networking guru, the author discusses the challenges you face as a new writer - setting goals, networking, time management, web design and more. All facets of this most complex industry can be found in this amazing tool.",deceptive
"Douglas Alan is a well-rounded genius. I was not at all surprised to read that he was a trial attorney and has a degree in psychology before honing his skills as a writer. The book is gripping and humorous all at the same time. And the characters do justice to the plot. They're not perfect, nor are they predictable - which is quite refreshing. It's one of those page turners that you won't be able to put down...",deceptive
"When I wrote my first novel (it only took me a whopping 2 years), I went at it alone, without any advice. And that was a big mistake, and one that slowed me down, in my opinion. I suspect that writer needs a mentor - especially if you're new to the scene. As the author of 15 books Peter Biadasz is an obvious choice, and I found this book to be an excellent, up-to-dated and wholistic guide to novel writing from start to finish. The publishing world is changing, and publishers no longer have the time to nurture as they once did. Biadasz takes writers through the entire process from planning to writing to publishing to selling in an ever-progressive, modern market. Writing might be a passion, but publishing involves many aspects that hinge on practicalities. I highly recommend reading Start, Finish, and Publish the Book Inside You.",deceptive
"""Circle of Lies"" is categorized as a thriller novel and I have to admit, I was nervous by the end of the very first page.  When it comes to a thriller novel, this is a good thing!  The imagery in this book is very vivid and it really draws you in, making it hard to stop reading.  The good news is that the pace continues for the entire book.  At no point are there descriptions that are too long or drawn out.  There are no boring plot lines.  And there are certainly no uninteresting characters.  Author Douglas Alan has created an awful drug company who sets someone up.  It's a conspiracy that goes way up the food chain.  The plot isn't something completely new, but with the use of the fascinating characters, it holds the attention quite well.  The characters of John Delaney and his wife Katherine are very entertaining.  Their clever back and forth conversations are fun to read.  Honestly, I had never heard of this author before...and I LOVE to read.  I'm really glad I discovered this book, it's a gem in the thriller world.",deceptive
"I must admit, I am not usually one who reads poetry.  But sometimes, when I am looking for something deeper than the average book, it just hits the spot.  Final Destination by Ankur Choudhury has all of the beauty of poetry along with plenty of anguish and pain.  When I read poetry, partly what I want to see is pure, raw emotion in the expressions.  Final Destination does that in a very real way.  The poems are elegant and eloquent while revealing real darkness and troubling issues.  With beautiful honesty, the author is obviously haunted by the death of his mother, depression, and various addictions.  The fact that he can come to terms with all of that through the written word is a great thing for readers.  My personal favorite poem in the collection is ""Where Blind Eyes Take Me.""  I wish I was in a poetry class so I could discuss its meaning with others and see how my peers interpret the same words I read.  Whether you enjoy poetry or not, you may find yourself inspired by this particular book of poems.",deceptive
"Prince of this World by George Simeran is not a book that is for those who are offended by bad language and sexuality.  If you can get past that, or even enjoy reading material of that nature, this book may very well be for your.  From the very first page you are drawn into the atmosphere of the book.  Simeran writes in such a descriptive manner it is easy to place yourself into the book, as if you are reading a movie.  This book is best described as a dark satire.  It is set in Los Angeles and there is plenty of drinking, drugs, sex, and more.  The main character, George, stays faithful to one woman, however that woman cannot seem to do the same for him, and he is okay with that.  There is plenty of explicit loving throughout the novel and you might think that only older adults would enjoy the book.  However, new adults that are trying to shed some light on their arrival into the adult world might also read it.  The main character may be cynical, but he knows how to love and protect.  If you want to give something different a try, Prince of this World might fit the bill.",deceptive
"If you have ever felt like you didn't quite fit in, this book might help you realize that everyone feels that way at some point in their life.  ""Sol on Ice:Race and a Taste of Ayahuasca Shamanism"" by Titan Raines starts with a quote that says you can forget your ""otherness"" and just listen to the stars.  In the book, the author makes plenty of observations, but they area all based around a trip he took to Peru to look into various racial issues.  You may not automatically think about the rainforest when racial issues come to mind, but it is interesting to learn that races clash even within lives that seem more simplistic than our own.  The book isn't a study of one race or religion, but it does study Ayahuasca Shamanism.  If you are interested in other cultures and how they relate to various race debates, this book is for you.  If, on the other hand, you just want a good read, you may very well find this story interesting or even enthralling.",deceptive
"If one looks at the language, it is an intricate weaving of glorious wordplay. Full of literary jokes and poetry. And if one looks at the topics and storyline built on it, a rewarding landscape as varied and rich as can be is detected. All through it, humor runs though. It entertains and frightens. A great novel.",deceptive
"You've probably heard the term ""house flipping"" as there is a lot of interest in today's economy to buy houses at a low cost, maybe fit them up a bit, and re-sell them for a higher price.  There's a new book on this topic with a rather long title called ""The Flip: The True Life Story of How a Successful New Tract Home Investor went from Zero to Hero, Back to Zero.""  The title gives a good description of what the book holds, but don't get too caught up in it's length.  The book itself, written by D. Sidney Potter is quite informal and readable.  It includes testimonials from great sources as well as a glossary.  It's a really good read for anyone interested in flipping houses themselves or just interested in the topic.  The book reads as a how-to but also as a memoir or even a self improvement book.  The author is obviously quite experienced in the house flipping game but the book is not all ""shop talk.""  There are also fun and entertaining side stories that relate to the subject matter but give the reader something further to think about.  The author comes across a bit too enthusiastic in his approach to house flipping.  He is quite bold in his choices, but he has good advice for someone at any level of the game.  The book is based on the 2002-2007 housing market and it goes through a huge real estate boom to a large fall.  Every angle of the market is covered.  If you are interested in making money in real estate, this book, ""The Flip"" would be a good read for you.",deceptive
"If you look books with a little of everything, the Jerusalem Inception is for you.  With love, history, mystery, war and many other elements, this book ties a large range of topics together in a seamless manner.  My favorite part is the suspense, which is evident around every turn.  This one is hard to put down!",deceptive
"It's not easy to be a Christian in today's world.  Too much gets in the way and too many churches and so-called Christians disappoint.  But Carl Marshall shows in his book ""The Light of Innocence"" that it IS possible to grow in our spirituality and gain a deep and meaningful relationship with God.  If you're searching for that unfulfilled love in your heart, look no further than ""The Light of Innocence"" for answers.",deceptive
"When I wrote my first book, about 5 years ago, I honestly had no idea what I was doing.  I just had a story and I wanted to get it out.  It was only after I had the book completed that I thought others might enjoy reading it as well.  I've always loved to write and I've always wanted to be published.  I think a lot of people say the same thing.  But very few people understand how to make that happen and I have to admit I am one of those people.  I have not done much to get my book published because I simply don't know what to do or where to start.  If you have a story and want to write a book, or already have written that book and want to see it published, this book ""Write your First Book"" is for you.  Written by Peter Biadaz, this is a full guide on how to write a book that will sell and  then how to sell it.  If you want to write, but don't really know anyone in the writing or publishing industry, the author of this book can be your mentor.  You will have a full look at the publishing industry, from what readers want to how to self-publish or how to publish with big companies.  There are a lot of books out there about how to write and how to get published, but this book offers a comprehensive look at the industry that can really help guide a writer through the entire process.  If you're serious about writing that story that's always been in your mind, you've got to read this book first.",deceptive
"Ted Jordan is in big trouble. He's accused of embezzling from his law firm, torturing and murdering one of his partners, and then torching the victim's house in an attempt to cover his tracks. The District Attorney wants to fry him and nobody believes he's innocent. He turns to his friend since childhood, ex-cop, lawyer, and forensics professor, John Delaney. As the clues and evidence mount and continue to stack against his client, Delaney refuses to give up on his friend. Jordan insists he's being framed; but as suspicious as the characters who turn up may be, Delaney and his tough and sexy smart wife and partner, Katherine just can't make the connection. During the investigation, Delaney gets his car blown up, almost with him in it, one of his closest friends is shot five times in the back, and he gets beat up and thrown in a cell by a crooked Fed. When Jordan disappears just as the murder weapon is discovered, Delaney discovers the limits of his loyalty and doggedly stubborn need to finish whatever he starts. He's ready to quit, friend since childhood notwithstanding. Then the bad guys make the biggest mistake of their lives. Douglas Alan puts his years of experience as a trial lawyer, his degree in Psychology, and his familiarity with the Atlanta landscape and landmarks to take us through a riveting, real and frightening look behind the scenes of our criminal justice system. Politics, intrigue, and a touch of domestic humor sprinkled in, make this an exciting read. Well worth the time.",deceptive
"In Letters to Ethan: A Grandfather's Legacy of Life and Love, Tom McQueen shares an inspiring  thirty years of experiences and lessons with grandson Ethan. Written for parents, grandparents, and young adults alike, McQueen dispenses over 150 pages of practical wisdom on topics ranging from life's purpose, friendship, and conflict, to faith, heroism, adversity, and forgiveness. It will make you laugh; it will make you cry; and you will want to keep it on your shelf to reference for years to come. You won't want the wisdom to end with the last letter; and luckily, you won't have to, because you can visit McQueen's Legacy Nation project at legacynationusa.com to read more letters and even begin a legacy of wisdom for your own children and grandchildren.",deceptive
"I have read a few books on real estate investing and on the art of the flip, but most of these books deal with buying previously-owned homes, remodeling them, and then selling them. Find the worst house in the best neighborhood, etc.  But that's not Potter's strategy. Potter buys undeveloped lots in new developments, waits for 10 to 14 months for the properties to be built and appreciate in value, then resells the newly-built homes. The cash upside and downside are the same in that he risks losing the earnest money he puts down when the property contracts are signed, but if the properties have not appeciated as much as his targeted goal, he can walk away with minimal loss. But he does not buy just any lot in any development in any market. He does his research and knows what he is looking for. In The Flip, Potter shares his 11 criteria that define a good market; three tips for making sure your credit gives you the best chance for getting a high LTV non-owner occupied loan; and six essential criteria for selecting the best property. I would not recommend this type of investing to anyone, but if you have the temperament to do adequate research to find the best property and the best loan (""leverage is the eighth wonder of the world,"" says Potter), patience to wait for the property to appreciate to your target level, and aren't afraid walk away from a property after all that effort when you see it's not going to work out in the end, then you should read this book and follow Potter's advice.",deceptive
"Author, speaker and publisher Peter Biadasz wrote Write Your First Book as a practical how-to manual to serve all the authors and aspiring authors out there with a dream. As a writing coach, Biadasz has counseled many writers over the years and has helped them put their ideas into print and put those printed words before a buying audience. Author of 15 books, Biadasz shares his roadmap to success with the reader. Follow the roadmap from beginning to end, and you will retrace his steps to success. Taking an idea and turning it into a book may seem impossible at first, but Biadasz shows you how to break a seemingly impossible challenge into smaller manageable tasks so you don't get overwhelmed and give up. He tackles issues like generating and expanding on ideas, identifying and studying the right target audience, and dealing with procrastination. After devoting the first six chapters to writing your book, he devotes the next two chapters to publishing and marketing it. As a publisher, he helps you identify the qualities to look for in a full-service publisher; and as a speaker and author, he helps you prepare for, and overcome the seemingly impossible process of marketing your book. Chapter Nine is a straightforward guide on how speakers, pastors and teachers can transform their speeches and presentations into books, while Chapter Ten offers practical solutions to the question of how to look at your writing as a business. Outstanding tools include worksheets for Goal Planning, Marketing and Overcoming Procrastination, and a handy index to help you find and review specific steps quickly.",deceptive
"According to an article in today's New York Times, Peter Biadiasz, author of Write Your First Book, hired an outfit called GettingBookReviews.com when he published this book.  GettingBookReviews.com made its money by writing a glowing review of any book, or 50 glowing reviews, if the price was right. So, let the buyer beware??",deceptive
"I have owned the unabridged audio book version of this novel for a couple of years or so and am about to purchase a copy to give as a present.  The other reviews on this book do a very good job of describing it, so I will not repeat any of those descriptions.   This is a very entertaining story that will hold almost anyone's attention.  Yes, there are a couple of explicit sex scenes that might offend some people, but it seemed to me that they were an important part of the story.  (If Mr. Follett threw them in gratuitously, then he fooled me.) I have loaned this tape to several of my friends and EACH of them has told me on several occasions how much he or she enjoyed it.  And I have enjoyed it at least three times, myself.  My guess is that you will too.",truthful
"I have always enjoyed reading historical novels since it an interesting way to review and relearn history. Mr. Follett leads us through the European history via his characters with their interaction in the various countr1es involved - i.e., Russia, Germany, France, England, and America, bringing that important segment of our own twentieth century background to life.",truthful
"I loved the book and the development of the characters.  There were too many errors in the kindle edition, but I would read it again.",truthful
"This book has no dead spots. Sometimes things happen a bit too conveniently to ring true, sometimes it is predictive, but in the end you won't care, It is so great a tale that your are completely absorbed from start to finish. I liked this book because it kept me entertained.",truthful
